Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-31 09:15:00+05:30,577.75,577.75,570.9500122070312,572.0999755859375,37391,0.0,0.0
2023-03-31 09:20:00+05:30,572.4500122070312,574.2999877929688,572.4500122070312,574.2000122070312,13749,0.0,0.0
2023-03-31 09:25:00+05:30,574.2999877929688,576.5,574.25,576.4000244140625,22987,0.0,0.0
2023-03-31 09:30:00+05:30,576.0,576.9500122070312,575.2000122070312,575.5999755859375,8692,0.0,0.0
2023-03-31 09:35:00+05:30,575.5,577.9500122070312,575.5,577.4500122070312,8832,0.0,0.0
2023-03-31 09:40:00+05:30,577.4500122070312,577.4500122070312,576.0,576.0,6423,0.0,0.0
2023-03-31 09:45:00+05:30,576.0499877929688,577.9500122070312,576.0499877929688,577.7000122070312,6694,0.0,0.0
2023-03-31 09:50:00+05:30,577.3499755859375,578.8499755859375,576.8499755859375,578.5999755859375,10923,0.0,0.0
2023-03-31 09:55:00+05:30,578.7000122070312,579.4000244140625,578.4500122070312,578.75,5513,0.0,0.0
2023-03-31 10:00:00+05:30,578.75,579.4000244140625,578.1500244140625,578.6500244140625,6209,0.0,0.0
2023-03-31 10:05:00+05:30,578.6500244140625,578.8499755859375,578.3499755859375,578.5,1781,0.0,0.0
2023-03-31 10:10:00+05:30,578.5,578.5,577.4500122070312,578.0,5399,0.0,0.0
2023-03-31 10:15:00+05:30,577.9500122070312,578.25,577.9500122070312,578.0499877929688,1253,0.0,0.0
2023-03-31 10:20:00+05:30,578.0,578.7999877929688,578.0,578.6500244140625,3702,0.0,0.0
2023-03-31 10:25:00+05:30,578.7999877929688,579.4000244140625,578.4000244140625,579.2999877929688,3131,0.0,0.0
2023-03-31 10:30:00+05:30,579.0999755859375,580.75,579.0999755859375,580.5499877929688,13690,0.0,0.0
2023-03-31 10:35:00+05:30,580.5,581.0,580.2000122070312,580.8499755859375,4870,0.0,0.0
2023-03-31 10:40:00+05:30,580.7999877929688,581.4000244140625,580.2000122070312,581.2000122070312,5216,0.0,0.0
2023-03-31 10:45:00+05:30,581.2999877929688,581.5499877929688,580.2999877929688,581.0,5216,0.0,0.0
2023-03-31 10:50:00+05:30,581.0,583.0,581.0,582.0999755859375,12662,0.0,0.0
2023-03-31 10:55:00+05:30,581.75,581.7999877929688,581.3499755859375,581.5999755859375,2242,0.0,0.0
2023-03-31 11:00:00+05:30,581.5499877929688,581.5999755859375,580.7999877929688,580.7999877929688,3237,0.0,0.0
2023-03-31 11:05:00+05:30,580.7000122070312,580.7000122070312,580.25,580.3499755859375,3229,0.0,0.0
2023-03-31 11:10:00+05:30,580.6500244140625,581.2999877929688,580.2000122070312,581.0999755859375,3878,0.0,0.0
2023-03-31 11:15:00+05:30,581.0999755859375,581.4000244140625,580.9500122070312,581.2000122070312,2445,0.0,0.0
2023-03-31 11:20:00+05:30,581.4000244140625,581.9500122070312,581.4000244140625,581.75,2383,0.0,0.0
2023-03-31 11:25:00+05:30,581.75,584.0,581.5999755859375,583.0499877929688,16335,0.0,0.0
2023-03-31 11:30:00+05:30,582.9500122070312,583.5999755859375,582.75,583.2000122070312,4263,0.0,0.0
2023-03-31 11:35:00+05:30,582.8499755859375,583.0499877929688,582.5499877929688,583.0,1577,0.0,0.0
2023-03-31 11:40:00+05:30,583.0,583.0499877929688,582.75,582.7999877929688,2139,0.0,0.0
2023-03-31 11:45:00+05:30,582.7999877929688,582.8499755859375,582.0999755859375,582.25,2956,0.0,0.0
2023-03-31 11:50:00+05:30,582.2000122070312,582.7999877929688,582.2000122070312,582.3499755859375,3470,0.0,0.0
2023-03-31 11:55:00+05:30,582.1500244140625,582.2999877929688,581.7999877929688,581.9000244140625,2847,0.0,0.0
2023-03-31 12:00:00+05:30,581.9000244140625,582.2000122070312,581.7999877929688,582.1500244140625,2651,0.0,0.0
2023-03-31 12:05:00+05:30,582.2000122070312,582.2000122070312,581.7999877929688,582.0499877929688,2278,0.0,0.0
2023-03-31 12:10:00+05:30,582.0499877929688,583.25,581.7999877929688,582.9000244140625,18734,0.0,0.0
2023-03-31 12:15:00+05:30,582.9500122070312,582.9500122070312,582.0499877929688,582.4500122070312,4132,0.0,0.0
